Time,ECG [V],Annotation
[21:39:30.232],0.737,Asleep
[21:39:30.236],0.996,Asleep
[21:39:30.240],0.996,Asleep
[21:39:30.244],0.996,Asleep
[21:39:30.248],0.996,Asleep
[21:39:30.252],0.996,Asleep
[21:39:30.256],0.447,Asleep
[21:39:30.260],-0.18,Asleep
[21:39:30.264],-0.62,Asleep
[21:39:30.268],-0.808,Asleep
[21:39:30.272],-0.784,Asleep
[21:39:30.276],-0.667,Asleep
[21:39:30.280],-0.541,Asleep
[21:39:30.284],-0.463,Asleep
[21:39:30.288],-0.424,Asleep
[21:39:30.292],-0.408,Asleep
[21:39:30.296],-0.408,Asleep
[21:39:30.300],-0.408,Asleep
[21:39:30.304],-0.408,Asleep
[21:39:30.308],-0.408,Asleep
[21:39:30.312],-0.4,Asleep
[21:39:30.316],-0.4,Asleep
[21:39:30.320],-0.4,Asleep
[21:39:30.324],-0.392,Asleep
[21:39:30.328],-0.384,Asleep
[21:39:30.332],-0.384,Asleep
[21:39:30.336],-0.384,Asleep
[21:39:30.340],-0.376,Asleep
[21:39:30.344],-0.369,Asleep
[21:39:30.348],-0.376,Asleep
[21:39:30.352],-0.369,Asleep
[21:39:30.356],-0.369,Asleep
[21:39:30.360],-0.361,Asleep
[21:39:30.364],-0.361,Asleep
[21:39:30.368],-0.361,Asleep
[21:39:30.372],-0.361,Asleep
[21:39:30.376],-0.353,Asleep
[21:39:30.380],-0.353,Asleep
[21:39:30.384],-0.345,Asleep
[21:39:30.388],-0.345,Asleep
[21:39:30.392],-0.337,Asleep
[21:39:30.396],-0.337,Asleep
[21:39:30.400],-0.337,Asleep
[21:39:30.404],-0.329,Asleep
[21:39:30.408],-0.322,Asleep
[21:39:30.412],-0.322,Asleep
[21:39:30.416],-0.322,Asleep
[21:39:30.420],-0.322,Asleep
[21:39:30.424],-0.314,Asleep
[21:39:30.428],-0.314,Asleep
[21:39:30.432],-0.314,Asleep
[21:39:30.436],-0.306,Asleep
[21:39:30.440],-0.298,Asleep
[21:39:30.444],-0.29,Asleep
[21:39:30.448],-0.282,Asleep
[21:39:30.452],-0.282,Asleep
[21:39:30.456],-0.267,Asleep
[21:39:30.460],-0.259,Asleep
[21:39:30.464],-0.251,Asleep
[21:39:30.468],-0.251,Asleep
[21:39:30.472],-0.235,Asleep
[21:39:30.476],-0.227,Asleep
[21:39:30.480],-0.22,Asleep
[21:39:30.484],-0.212,Asleep
[21:39:30.488],-0.204,Asleep
[21:39:30.492],-0.196,Asleep
[21:39:30.496],-0.188,Asleep
[21:39:30.500],-0.18,Asleep
[21:39:30.504],-0.173,Asleep
[21:39:30.508],-0.165,Asleep
[21:39:30.512],-0.165,Asleep
[21:39:30.516],-0.165,Asleep
[21:39:30.520],-0.165,Asleep
[21:39:30.524],-0.165,Asleep
[21:39:30.528],-0.157,Asleep
[21:39:30.532],-0.165,Asleep
[21:39:30.536],-0.165,Asleep
[21:39:30.540],-0.173,Asleep
[21:39:30.544],-0.173,Asleep
[21:39:30.548],-0.18,Asleep
[21:39:30.552],-0.196,Asleep
[21:39:30.556],-0.204,Asleep
[21:39:30.560],-0.204,Asleep
[21:39:30.564],-0.22,Asleep
[21:39:30.568],-0.235,Asleep
[21:39:30.572],-0.243,Asleep
[21:39:30.576],-0.243,Asleep
[21:39:30.580],-0.259,Asleep
[21:39:30.584],-0.267,Asleep
[21:39:30.588],-0.275,Asleep
[21:39:30.592],-0.282,Asleep
[21:39:30.596],-0.282,Asleep
[21:39:30.600],-0.298,Asleep
[21:39:30.604],-0.298,Asleep
[21:39:30.608],-0.298,Asleep
[21:39:30.612],-0.306,Asleep
[21:39:30.616],-0.306,Asleep
[21:39:30.620],-0.314,Asleep
[21:39:30.624],-0.306,Asleep
[21:39:30.628],-0.306,Asleep
[21:39:30.632],-0.306,Asleep
[21:39:30.636],-0.314,Asleep
[21:39:30.640],-0.306,Asleep
[21:39:30.644],-0.306,Asleep
[21:39:30.648],-0.314,Asleep
[21:39:30.652],-0.314,Asleep
[21:39:30.656],-0.314,Asleep
[21:39:30.660],-0.314,Asleep
[21:39:30.664],-0.314,Asleep
[21:39:30.668],-0.314,Asleep
[21:39:30.672],-0.314,Asleep
[21:39:30.676],-0.314,Asleep
[21:39:30.680],-0.314,Asleep
[21:39:30.684],-0.314,Asleep
[21:39:30.688],-0.306,Asleep
[21:39:30.692],-0.306,Asleep
[21:39:30.696],-0.298,Asleep
[21:39:30.700],-0.298,Asleep
[21:39:30.704],-0.298,Asleep
[21:39:30.708],-0.29,Asleep
[21:39:30.712],-0.29,Asleep
[21:39:30.716],-0.282,Asleep
[21:39:30.720],-0.275,Asleep
[21:39:30.724],-0.275,Asleep
[21:39:30.728],-0.259,Asleep
[21:39:30.732],-0.267,Asleep
[21:39:30.736],-0.267,Asleep
[21:39:30.740],-0.259,Asleep
[21:39:30.744],-0.259,Asleep
[21:39:30.748],-0.251,Asleep
[21:39:30.752],-0.251,Asleep
[21:39:30.756],-0.251,Asleep
[21:39:30.760],-0.243,Asleep
[21:39:30.764],-0.243,Asleep
[21:39:30.768],-0.243,Asleep
[21:39:30.772],-0.243,Asleep
[21:39:30.776],-0.243,Asleep
[21:39:30.780],-0.243,Asleep
[21:39:30.784],-0.243,Asleep
[21:39:30.788],-0.243,Asleep
[21:39:30.792],-0.243,Asleep
[21:39:30.796],-0.243,Asleep
[21:39:30.800],-0.251,Asleep
[21:39:30.804],-0.251,Asleep
[21:39:30.808],-0.243,Asleep
[21:39:30.812],-0.251,Asleep
[21:39:30.816],-0.251,Asleep
[21:39:30.820],-0.259,Asleep
[21:39:30.824],-0.259,Asleep
[21:39:30.828],-0.251,Asleep
[21:39:30.832],-0.259,Asleep
[21:39:30.836],-0.259,Asleep
[21:39:30.840],-0.259,Asleep
[21:39:30.844],-0.259,Asleep
[21:39:30.848],-0.259,Asleep
[21:39:30.852],-0.267,Asleep
[21:39:30.856],-0.259,Asleep
[21:39:30.860],-0.267,Asleep
[21:39:30.864],-0.267,Asleep
[21:39:30.868],-0.267,Asleep
[21:39:30.872],-0.267,Asleep
[21:39:30.876],-0.267,Asleep
[21:39:30.880],-0.267,Asleep
[21:39:30.884],-0.267,Asleep
[21:39:30.888],-0.267,Asleep
[21:39:30.892],-0.267,Asleep
[21:39:30.896],-0.267,Asleep
[21:39:30.900],-0.267,Asleep
[21:39:30.904],-0.267,Asleep
[21:39:30.908],-0.267,Asleep
[21:39:30.912],-0.267,Asleep
[21:39:30.916],-0.267,Asleep
[21:39:30.920],-0.275,Asleep
[21:39:30.924],-0.267,Asleep
[21:39:30.928],-0.267,Asleep
[21:39:30.932],-0.267,Asleep
[21:39:30.936],-0.267,Asleep
[21:39:30.940],-0.259,Asleep
[21:39:30.944],-0.259,Asleep
[21:39:30.948],-0.251,Asleep
[21:39:30.952],-0.251,Asleep
[21:39:30.956],-0.243,Asleep
[21:39:30.960],-0.235,Asleep
[21:39:30.964],-0.235,Asleep
[21:39:30.968],-0.227,Asleep
[21:39:30.972],-0.227,Asleep
[21:39:30.976],-0.227,Asleep
[21:39:30.980],-0.22,Asleep
[21:39:30.984],-0.22,Asleep
[21:39:30.988],-0.204,Asleep
[21:39:30.992],-0.196,Asleep
[21:39:30.996],-0.188,Asleep
[21:39:31.000],-0.188,Asleep
[21:39:31.004],-0.188,Asleep
[21:39:31.008],-0.196,Asleep
[21:39:31.012],-0.204,Asleep
[21:39:31.016],-0.212,Asleep
[21:39:31.020],-0.22,Asleep
[21:39:31.024],-0.22,Asleep
[21:39:31.028],-0.22,Asleep
[21:39:31.032],-0.227,Asleep
[21:39:31.036],-0.227,Asleep
[21:39:31.040],-0.227,Asleep
[21:39:31.044],-0.243,Asleep
[21:39:31.048],-0.259,Asleep
[21:39:31.052],-0.275,Asleep
[21:39:31.056],-0.282,Asleep
[21:39:31.060],-0.29,Asleep
[21:39:31.064],-0.298,Asleep
[21:39:31.068],-0.298,Asleep
[21:39:31.072],-0.298,Asleep
[21:39:31.076],-0.29,Asleep
[21:39:31.080],-0.298,Asleep
[21:39:31.084],-0.298,Asleep
[21:39:31.088],-0.298,Asleep
[21:39:31.092],-0.29,Asleep
[21:39:31.096],-0.298,Asleep
[21:39:31.100],-0.298,Asleep
[21:39:31.104],-0.298,Asleep
[21:39:31.108],-0.29,Asleep
[21:39:31.112],-0.282,Asleep
[21:39:31.116],-0.282,Asleep
[21:39:31.120],-0.267,Asleep
[21:39:31.124],-0.22,Asleep
[21:39:31.128],-0.102,Asleep
[21:39:31.132],0.102,Asleep
[21:39:31.136],0.416,Asleep
[21:39:31.140],0.792,Asleep
[21:39:31.144],0.996,Asleep
[21:39:31.148],0.996,Asleep
[21:39:31.152],0.996,Asleep
[21:39:31.156],0.996,Asleep
[21:39:31.160],0.996,Asleep
[21:39:31.164],0.471,Asleep
[21:39:31.168],-0.165,Asleep
[21:39:31.172],-0.604,Asleep
[21:39:31.176],-0.784,Asleep
[21:39:31.180],-0.753,Asleep
[21:39:31.184],-0.643,Asleep
[21:39:31.188],-0.525,Asleep
[21:39:31.192],-0.447,Asleep
[21:39:31.196],-0.416,Asleep
[21:39:31.200],-0.416,Asleep
[21:39:31.204],-0.424,Asleep
[21:39:31.208],-0.424,Asleep
[21:39:31.212],-0.424,Asleep
[21:39:31.216],-0.424,Asleep
[21:39:31.220],-0.424,Asleep
[21:39:31.224],-0.416,Asleep
[21:39:31.228],-0.408,Asleep
[21:39:31.232],-0.408,Asleep
[21:39:31.236],-0.408,Asleep
[21:39:31.240],-0.4,Asleep
[21:39:31.244],-0.4,Asleep
[21:39:31.248],-0.4,Asleep
[21:39:31.252],-0.4,Asleep
[21:39:31.256],-0.392,Asleep
[21:39:31.260],-0.384,Asleep
[21:39:31.264],-0.384,Asleep
[21:39:31.268],-0.376,Asleep
[21:39:31.272],-0.376,Asleep
[21:39:31.276],-0.369,Asleep
[21:39:31.280],-0.369,Asleep
[21:39:31.284],-0.369,Asleep
[21:39:31.288],-0.361,Asleep
[21:39:31.292],-0.361,Asleep
[21:39:31.296],-0.353,Asleep
[21:39:31.300],-0.353,Asleep
[21:39:31.304],-0.353,Asleep
[21:39:31.308],-0.345,Asleep
[21:39:31.312],-0.337,Asleep
[21:39:31.316],-0.337,Asleep
[21:39:31.320],-0.337,Asleep
[21:39:31.324],-0.329,Asleep
[21:39:31.328],-0.322,Asleep
[21:39:31.332],-0.322,Asleep
[21:39:31.336],-0.322,Asleep
[21:39:31.340],-0.322,Asleep
[21:39:31.344],-0.314,Asleep
[21:39:31.348],-0.314,Asleep
[21:39:31.352],-0.306,Asleep
[21:39:31.356],-0.306,Asleep
[21:39:31.360],-0.298,Asleep
[21:39:31.364],-0.29,Asleep
[21:39:31.368],-0.282,Asleep
[21:39:31.372],-0.275,Asleep
[21:39:31.376],-0.267,Asleep
[21:39:31.380],-0.259,Asleep
[21:39:31.384],-0.243,Asleep
[21:39:31.388],-0.235,Asleep
[21:39:31.392],-0.227,Asleep
[21:39:31.396],-0.22,Asleep
[21:39:31.400],-0.212,Asleep
[21:39:31.404],-0.204,Asleep
[21:39:31.408],-0.188,Asleep
[21:39:31.412],-0.188,Asleep
[21:39:31.416],-0.18,Asleep
[21:39:31.420],-0.173,Asleep
[21:39:31.424],-0.173,Asleep
[21:39:31.428],-0.165,Asleep
[21:39:31.432],-0.165,Asleep
[21:39:31.436],-0.165,Asleep
[21:39:31.440],-0.165,Asleep
[21:39:31.444],-0.165,Asleep
[21:39:31.448],-0.165,Asleep
[21:39:31.452],-0.173,Asleep
[21:39:31.456],-0.173,Asleep
[21:39:31.460],-0.18,Asleep
[21:39:31.464],-0.188,Asleep
[21:39:31.468],-0.196,Asleep
[21:39:31.472],-0.212,Asleep
[21:39:31.476],-0.22,Asleep
[21:39:31.480],-0.227,Asleep
[21:39:31.484],-0.243,Asleep
[21:39:31.488],-0.251,Asleep
[21:39:31.492],-0.259,Asleep
[21:39:31.496],-0.267,Asleep
[21:39:31.500],-0.275,Asleep
[21:39:31.504],-0.282,Asleep
[21:39:31.508],-0.282,Asleep
[21:39:31.512],-0.29,Asleep
[21:39:31.516],-0.29,Asleep
[21:39:31.520],-0.298,Asleep
[21:39:31.524],-0.298,Asleep
[21:39:31.528],-0.298,Asleep
[21:39:31.532],-0.298,Asleep
[21:39:31.536],-0.298,Asleep
[21:39:31.540],-0.298,Asleep
[21:39:31.544],-0.298,Asleep
[21:39:31.548],-0.298,Asleep
[21:39:31.552],-0.298,Asleep
[21:39:31.556],-0.298,Asleep
[21:39:31.560],-0.29,Asleep
[21:39:31.564],-0.29,Asleep
[21:39:31.568],-0.298,Asleep
[21:39:31.572],-0.298,Asleep
[21:39:31.576],-0.298,Asleep
[21:39:31.580],-0.29,Asleep
[21:39:31.584],-0.298,Asleep
[21:39:31.588],-0.298,Asleep
[21:39:31.592],-0.29,Asleep
[21:39:31.596],-0.29,Asleep
[21:39:31.600],-0.29,Asleep
[21:39:31.604],-0.282,Asleep
[21:39:31.608],-0.282,Asleep
[21:39:31.612],-0.275,Asleep
[21:39:31.616],-0.275,Asleep
[21:39:31.620],-0.275,Asleep
[21:39:31.624],-0.267,Asleep
[21:39:31.628],-0.259,Asleep
[21:39:31.632],-0.259,Asleep
[21:39:31.636],-0.259,Asleep
[21:39:31.640],-0.251,Asleep
[21:39:31.644],-0.251,Asleep
[21:39:31.648],-0.251,Asleep
[21:39:31.652],-0.251,Asleep
[21:39:31.656],-0.243,Asleep
[21:39:31.660],-0.243,Asleep
[21:39:31.664],-0.243,Asleep
[21:39:31.668],-0.243,Asleep
[21:39:31.672],-0.235,Asleep
[21:39:31.676],-0.235,Asleep
[21:39:31.680],-0.235,Asleep
[21:39:31.684],-0.243,Asleep
[21:39:31.688],-0.243,Asleep
[21:39:31.692],-0.235,Asleep
[21:39:31.696],-0.235,Asleep
[21:39:31.700],-0.235,Asleep
[21:39:31.704],-0.235,Asleep
[21:39:31.708],-0.235,Asleep
[21:39:31.712],-0.235,Asleep
[21:39:31.716],-0.235,Asleep
[21:39:31.720],-0.235,Asleep
[21:39:31.724],-0.235,Asleep
[21:39:31.728],-0.235,Asleep
[21:39:31.732],-0.243,Asleep
[21:39:31.736],-0.243,Asleep
[21:39:31.740],-0.243,Asleep
[21:39:31.744],-0.243,Asleep
[21:39:31.748],-0.243,Asleep
[21:39:31.752],-0.251,Asleep
[21:39:31.756],-0.251,Asleep
[21:39:31.760],-0.243,Asleep
[21:39:31.764],-0.243,Asleep
[21:39:31.768],-0.251,Asleep
[21:39:31.772],-0.251,Asleep
[21:39:31.776],-0.243,Asleep
[21:39:31.780],-0.251,Asleep
[21:39:31.784],-0.251,Asleep
[21:39:31.788],-0.251,Asleep
[21:39:31.792],-0.251,Asleep
[21:39:31.796],-0.251,Asleep
[21:39:31.800],-0.251,Asleep
[21:39:31.804],-0.251,Asleep
[21:39:31.808],-0.251,Asleep
[21:39:31.812],-0.251,Asleep
[21:39:31.816],-0.251,Asleep
[21:39:31.820],-0.251,Asleep
[21:39:31.824],-0.251,Asleep
[21:39:31.828],-0.251,Asleep
[21:39:31.832],-0.251,Asleep
[21:39:31.836],-0.259,Asleep
[21:39:31.840],-0.251,Asleep
[21:39:31.844],-0.251,Asleep
[21:39:31.848],-0.259,Asleep
[21:39:31.852],-0.259,Asleep
[21:39:31.856],-0.259,Asleep
[21:39:31.860],-0.251,Asleep
[21:39:31.864],-0.251,Asleep
[21:39:31.868],-0.259,Asleep
[21:39:31.872],-0.251,Asleep
[21:39:31.876],-0.251,Asleep
[21:39:31.880],-0.251,Asleep
[21:39:31.884],-0.251,Asleep
[21:39:31.888],-0.243,Asleep
[21:39:31.892],-0.235,Asleep
[21:39:31.896],-0.235,Asleep
[21:39:31.900],-0.227,Asleep
[21:39:31.904],-0.227,Asleep
[21:39:31.908],-0.22,Asleep
[21:39:31.912],-0.22,Asleep
[21:39:31.916],-0.227,Asleep
[21:39:31.920],-0.22,Asleep
[21:39:31.924],-0.22,Asleep
[21:39:31.928],-0.212,Asleep
[21:39:31.932],-0.204,Asleep
[21:39:31.936],-0.196,Asleep
[21:39:31.940],-0.188,Asleep
[21:39:31.944],-0.188,Asleep
[21:39:31.948],-0.188,Asleep
[21:39:31.952],-0.204,Asleep
[21:39:31.956],-0.212,Asleep
[21:39:31.960],-0.212,Asleep
[21:39:31.964],-0.22,Asleep
[21:39:31.968],-0.227,Asleep
[21:39:31.972],-0.227,Asleep
[21:39:31.976],-0.227,Asleep
[21:39:31.980],-0.227,Asleep
[21:39:31.984],-0.243,Asleep
[21:39:31.988],-0.251,Asleep
[21:39:31.992],-0.267,Asleep
[21:39:31.996],-0.282,Asleep
[21:39:32.000],-0.29,Asleep
[21:39:32.004],-0.298,Asleep
[21:39:32.008],-0.298,Asleep
[21:39:32.012],-0.298,Asleep
[21:39:32.016],-0.306,Asleep
[21:39:32.020],-0.306,Asleep
[21:39:32.024],-0.298,Asleep
[21:39:32.028],-0.298,Asleep
[21:39:32.032],-0.306,Asleep
[21:39:32.036],-0.306,Asleep
[21:39:32.040],-0.298,Asleep
[21:39:32.044],-0.298,Asleep
[21:39:32.048],-0.298,Asleep
[21:39:32.052],-0.298,Asleep
[21:39:32.056],-0.29,Asleep
[21:39:32.060],-0.282,Asleep
[21:39:32.064],-0.267,Asleep
[21:39:32.068],-0.22,Asleep
[21:39:32.072],-0.11,Asleep
[21:39:32.076],0.094,Asleep
[21:39:32.080],0.4,Asleep
[21:39:32.084],0.776,Asleep
[21:39:32.088],0.996,Asleep
[21:39:32.092],0.996,Asleep
[21:39:32.096],0.996,Asleep
[21:39:32.100],0.996,Asleep
[21:39:32.104],0.996,Asleep
[21:39:32.108],0.518,Asleep
[21:39:32.112],-0.125,Asleep
[21:39:32.116],-0.573,Asleep
[21:39:32.120],-0.761,Asleep
[21:39:32.124],-0.737,Asleep
[21:39:32.128],-0.612,Asleep
[21:39:32.132],-0.502,Asleep
[21:39:32.136],-0.424,Asleep
[21:39:32.140],-0.4,Asleep
[21:39:32.144],-0.4,Asleep
[21:39:32.148],-0.416,Asleep
[21:39:32.152],-0.424,Asleep
[21:39:32.156],-0.424,Asleep
[21:39:32.160],-0.416,Asleep
[21:39:32.164],-0.416,Asleep
[21:39:32.168],-0.408,Asleep
[21:39:32.172],-0.408,Asleep
[21:39:32.176],-0.4,Asleep
[21:39:32.180],-0.4,Asleep
[21:39:32.184],-0.4,Asleep
[21:39:32.188],-0.4,Asleep
[21:39:32.192],-0.392,Asleep
[21:39:32.196],-0.384,Asleep
[21:39:32.200],-0.384,Asleep
[21:39:32.204],-0.384,Asleep
[21:39:32.208],-0.376,Asleep
[21:39:32.212],-0.376,Asleep
[21:39:32.216],-0.376,Asleep
[21:39:32.220],-0.376,Asleep
[21:39:32.224],-0.369,Asleep
[21:39:32.228],-0.369,Asleep
[21:39:32.232],-0.369,Asleep
[21:39:32.236],-0.361,Asleep
[21:39:32.240],-0.353,Asleep
[21:39:32.244],-0.345,Asleep
[21:39:32.248],-0.353,Asleep
[21:39:32.252],-0.345,Asleep
[21:39:32.256],-0.345,Asleep
[21:39:32.260],-0.345,Asleep
[21:39:32.264],-0.337,Asleep
[21:39:32.268],-0.337,Asleep
[21:39:32.272],-0.337,Asleep
[21:39:32.276],-0.329,Asleep
[21:39:32.280],-0.322,Asleep
[21:39:32.284],-0.322,Asleep
[21:39:32.288],-0.314,Asleep
[21:39:32.292],-0.306,Asleep
[21:39:32.296],-0.306,Asleep
[21:39:32.300],-0.298,Asleep
[21:39:32.304],-0.29,Asleep
[21:39:32.308],-0.282,Asleep
[21:39:32.312],-0.275,Asleep
[21:39:32.316],-0.275,Asleep
[21:39:32.320],-0.267,Asleep
[21:39:32.324],-0.259,Asleep
[21:39:32.328],-0.251,Asleep
[21:39:32.332],-0.243,Asleep
[21:39:32.336],-0.235,Asleep
[21:39:32.340],-0.227,Asleep
[21:39:32.344],-0.212,Asleep
[21:39:32.348],-0.212,Asleep
[21:39:32.352],-0.204,Asleep
[21:39:32.356],-0.196,Asleep
[21:39:32.360],-0.188,Asleep
[21:39:32.364],-0.18,Asleep
[21:39:32.368],-0.18,Asleep
[21:39:32.372],-0.173,Asleep
[21:39:32.376],-0.173,Asleep
[21:39:32.380],-0.173,Asleep
[21:39:32.384],-0.18,Asleep
[21:39:32.388],-0.18,Asleep
[21:39:32.392],-0.18,Asleep
[21:39:32.396],-0.18,Asleep
[21:39:32.400],-0.188,Asleep
[21:39:32.404],-0.196,Asleep
[21:39:32.408],-0.196,Asleep
[21:39:32.412],-0.204,Asleep
[21:39:32.416],-0.212,Asleep
[21:39:32.420],-0.22,Asleep
[21:39:32.424],-0.227,Asleep
[21:39:32.428],-0.235,Asleep
[21:39:32.432],-0.243,Asleep
[21:39:32.436],-0.259,Asleep
[21:39:32.440],-0.259,Asleep
[21:39:32.444],-0.267,Asleep
[21:39:32.448],-0.275,Asleep
[21:39:32.452],-0.282,Asleep
[21:39:32.456],-0.282,Asleep
[21:39:32.460],-0.29,Asleep
[21:39:32.464],-0.29,Asleep
[21:39:32.468],-0.298,Asleep
[21:39:32.472],-0.298,Asleep
[21:39:32.476],-0.298,Asleep
[21:39:32.480],-0.298,Asleep
[21:39:32.484],-0.298,Asleep
[21:39:32.488],-0.298,Asleep
[21:39:32.492],-0.298,Asleep
[21:39:32.496],-0.298,Asleep
[21:39:32.500],-0.298,Asleep
[21:39:32.504],-0.298,Asleep
[21:39:32.508],-0.29,Asleep
[21:39:32.512],-0.29,Asleep
[21:39:32.516],-0.29,Asleep
[21:39:32.520],-0.29,Asleep
[21:39:32.524],-0.29,Asleep
[21:39:32.528],-0.29,Asleep
[21:39:32.532],-0.29,Asleep
[21:39:32.536],-0.29,Asleep
[21:39:32.540],-0.282,Asleep
[21:39:32.544],-0.282,Asleep
[21:39:32.548],-0.282,Asleep
[21:39:32.552],-0.282,Asleep
[21:39:32.556],-0.275,Asleep
[21:39:32.560],-0.275,Asleep
[21:39:32.564],-0.267,Asleep
[21:39:32.568],-0.267,Asleep
[21:39:32.572],-0.267,Asleep
[21:39:32.576],-0.259,Asleep
[21:39:32.580],-0.251,Asleep
[21:39:32.584],-0.259,Asleep
[21:39:32.588],-0.251,Asleep
[21:39:32.592],-0.251,Asleep
[21:39:32.596],-0.243,Asleep
[21:39:32.600],-0.251,Asleep
[21:39:32.604],-0.243,Asleep
[21:39:32.608],-0.243,Asleep
[21:39:32.612],-0.243,Asleep
[21:39:32.616],-0.243,Asleep
[21:39:32.620],-0.243,Asleep
[21:39:32.624],-0.243,Asleep
[21:39:32.628],-0.235,Asleep
[21:39:32.632],-0.235,Asleep
[21:39:32.636],-0.243,Asleep
[21:39:32.640],-0.235,Asleep
[21:39:32.644],-0.235,Asleep
[21:39:32.648],-0.235,Asleep
[21:39:32.652],-0.235,Asleep
[21:39:32.656],-0.235,Asleep
[21:39:32.660],-0.235,Asleep
[21:39:32.664],-0.235,Asleep
[21:39:32.668],-0.235,Asleep
[21:39:32.672],-0.235,Asleep
[21:39:32.676],-0.235,Asleep
[21:39:32.680],-0.235,Asleep
[21:39:32.684],-0.243,Asleep
[21:39:32.688],-0.243,Asleep
[21:39:32.692],-0.243,Asleep
[21:39:32.696],-0.251,Asleep
[21:39:32.700],-0.243,Asleep
[21:39:32.704],-0.251,Asleep
[21:39:32.708],-0.243,Asleep
[21:39:32.712],-0.243,Asleep
[21:39:32.716],-0.251,Asleep
[21:39:32.720],-0.251,Asleep
[21:39:32.724],-0.243,Asleep
[21:39:32.728],-0.243,Asleep
[21:39:32.732],-0.251,Asleep
[21:39:32.736],-0.251,Asleep
[21:39:32.740],-0.251,Asleep
[21:39:32.744],-0.251,Asleep
[21:39:32.748],-0.251,Asleep
[21:39:32.752],-0.251,Asleep
[21:39:32.756],-0.251,Asleep
[21:39:32.760],-0.251,Asleep
[21:39:32.764],-0.251,Asleep
[21:39:32.768],-0.251,Asleep
[21:39:32.772],-0.251,Asleep
[21:39:32.776],-0.243,Asleep
[21:39:32.780],-0.243,Asleep
[21:39:32.784],-0.251,Asleep
[21:39:32.788],-0.251,Asleep
[21:39:32.792],-0.243,Asleep
[21:39:32.796],-0.251,Asleep
[21:39:32.800],-0.251,Asleep
[21:39:32.804],-0.251,Asleep
[21:39:32.808],-0.251,Asleep
[21:39:32.812],-0.243,Asleep
[21:39:32.816],-0.251,Asleep
[21:39:32.820],-0.251,Asleep
[21:39:32.824],-0.243,Asleep
[21:39:32.828],-0.243,Asleep
[21:39:32.832],-0.243,Asleep
[21:39:32.836],-0.243,Asleep
[21:39:32.840],-0.243,Asleep
[21:39:32.844],-0.235,Asleep
[21:39:32.848],-0.227,Asleep
[21:39:32.852],-0.227,Asleep
[21:39:32.856],-0.22,Asleep
[21:39:32.860],-0.212,Asleep
[21:39:32.864],-0.204,Asleep
[21:39:32.868],-0.212,Asleep
[21:39:32.872],-0.212,Asleep
[21:39:32.876],-0.204,Asleep
[21:39:32.880],-0.204,Asleep
[21:39:32.884],-0.204,Asleep
[21:39:32.888],-0.188,Asleep
[21:39:32.892],-0.18,Asleep
[21:39:32.896],-0.165,Asleep
[21:39:32.900],-0.165,Asleep
[21:39:32.904],-0.173,Asleep
[21:39:32.908],-0.173,Asleep
[21:39:32.912],-0.173,Asleep
[21:39:32.916],-0.188,Asleep
[21:39:32.920],-0.196,Asleep
[21:39:32.924],-0.196,Asleep
[21:39:32.928],-0.204,Asleep
[21:39:32.932],-0.204,Asleep
[21:39:32.936],-0.204,Asleep
[21:39:32.940],-0.212,Asleep
[21:39:32.944],-0.22,Asleep
[21:39:32.948],-0.243,Asleep
[21:39:32.952],-0.259,Asleep
[21:39:32.956],-0.267,Asleep
[21:39:32.960],-0.275,Asleep
[21:39:32.964],-0.282,Asleep
[21:39:32.968],-0.282,Asleep
[21:39:32.972],-0.282,Asleep
[21:39:32.976],-0.282,Asleep
[21:39:32.980],-0.29,Asleep
[21:39:32.984],-0.29,Asleep
[21:39:32.988],-0.29,Asleep
[21:39:32.992],-0.29,Asleep
[21:39:32.996],-0.29,Asleep
[21:39:33.000],-0.29,Asleep
[21:39:33.004],-0.29,Asleep
[21:39:33.008],-0.282,Asleep
[21:39:33.012],-0.275,Asleep
[21:39:33.016],-0.267,Asleep
[21:39:33.020],-0.267,Asleep
[21:39:33.024],-0.227,Asleep
[21:39:33.028],-0.141,Asleep
[21:39:33.032],0.024,Asleep
[21:39:33.036],0.298,Asleep
[21:39:33.040],0.659,Asleep
[21:39:33.044],0.996,Asleep
[21:39:33.048],0.996,Asleep
[21:39:33.052],0.996,Asleep
[21:39:33.056],0.996,Asleep
[21:39:33.060],0.996,Asleep
[21:39:33.064],0.722,Asleep
[21:39:33.068],0.063,Asleep
[21:39:33.072],-0.455,Asleep
[21:39:33.076],-0.722,Asleep
[21:39:33.080],-0.753,Asleep
[21:39:33.084],-0.651,Asleep
[21:39:33.088],-0.525,Asleep
[21:39:33.092],-0.439,Asleep
[21:39:33.096],-0.4,Asleep
[21:39:33.100],-0.4,Asleep
[21:39:33.104],-0.408,Asleep
[21:39:33.108],-0.416,Asleep
[21:39:33.112],-0.424,Asleep
[21:39:33.116],-0.424,Asleep
[21:39:33.120],-0.416,Asleep
[21:39:33.124],-0.408,Asleep
[21:39:33.128],-0.4,Asleep
[21:39:33.132],-0.4,Asleep
[21:39:33.136],-0.4,Asleep
[21:39:33.140],-0.392,Asleep
[21:39:33.144],-0.384,Asleep
[21:39:33.148],-0.384,Asleep
[21:39:33.152],-0.384,Asleep
[21:39:33.156],-0.384,Asleep
[21:39:33.160],-0.376,Asleep
[21:39:33.164],-0.369,Asleep
[21:39:33.168],-0.369,Asleep
[21:39:33.172],-0.369,Asleep
[21:39:33.176],-0.361,Asleep
